OBJECTID,YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,GlobalID,created_user,created_date,last_edited_user,last_edited_date
77,2024,U-1013,A,0.13,C001013,A,C001013A,000+0.771,000+0.901,0.771,0.901,56-4A-348, , ,A,14124,23, ,61,773,247,2, ,4,55,17,UMA_UC,8163,14,104,171,171,223,223, ,2, ,YELLOWSTONE,JCT I-90 ON RAMP S BILLINGS BLVD INTERCHANGE,JCT I-90 ON RAMP S BILLINGS BLVD INTERCHANGE,4.172,1.847,{189C5C29-2945-45E5-98D2-77A5D210EEA7},,,,
78,2024,L-56-357,A,3.29,C001369,A,C001369A,000+0.000,003+0.290,0,3.29,56-4A-330, , ,E,3609,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,YELLOWSTONE,JCT NOBLEWOOD DR,ENT L-56-357A/,0,0,{F25EAC36-C9D7-48D3-A329-1D3F2B5C9637},,,,
79,2024,N-57,A,0.072,C000057,A,C000057A,024+0.279,024+0.351,24.402,24.474,23-1-002, , ,A,2609,10, ,21,542,393,4, ,8,208,151,RPA_45,3067,10,131,228,228,338,338, ,4, ,JUDITH BASIN, ,BEGIN 4 LANES,21.805,10.77,{1A407B04-BF9E-471F-941A-F902A3BB444C},,,,
80,2024,U-1807,A,0.373,C001807,A,C001807A,003+0.216,003+0.589,3.216,3.589,47-1C-050, , ,A,6284,17, ,3,44,28,3, ,0,7,4,UMA_UC,8039,10,107,24,24,31,31, ,2, ,SILVER BOW, , ,0.516,2.265,{0323283F-B7DB-40C9-9BC9-0C020F67DCE0},,,,
81,2024,U-6904,A,0.308,C006904,A,C006904A,000+0.000,000+0.308,0,0.308,56-4B-020, , ,A,6093,24, ,11,66,26,4, ,2,11,4,UMA_UC,8104,12,113,26,26,32,32, ,2, ,YELLOWSTONE,JCT N-4/U-6901,ENT U-6904A/,3.379,0.922,{B6D117BC-CC97-4874-ACB0-4622D2D88813},,,,
82,2024,U-1029,A,0.791,C001029,A,C001029A,000+0.573,001+0.364,0.573,1.364,56-4A-248, , ,E,13695,75, ,0,209,41,5, ,0,15,3,UPA,7063,10,112,68,68,94,94,Yes,4, ,YELLOWSTONE, , ,10.401,7.309,{1D4A0ACF-F77A-4A4A-8032-A0BB7131C823},,,,
83,2024,P-89,A,0.053,C000089,A,C000089A,000+0.000,000+0.053,0,0.053,01-4-010, , ,E,1851,6, ,1,67,41,3, ,1,36,22,RMA_RMC_12,4099,17,99,22,22,30,30, ,2, ,BEAVERHEAD, ,ENT P-89A,1.754,4.678,{89C8E5E3-DC93-4AB8-8ECE-FA4A71FA2669},,,,
84,2024,P-13,A,4.122,C000013,A,C000013A,026+0.639,030+0.763,26.477,30.599,29-6-003, , ,E,2625,37, ,4,369,315,14, ,2,141,120,REC_MA,4122,35,128,152,152,218,218, ,2, ,MADISON, , ,3.422,17.11,{6061E27F-915D-4FBC-BE57-0F00CAD04BEE},,,,
85,2024,N-102,A,0.927,C005205,A,C005205A,004+0.274,005+0.201,4.271,5.198,07-2A-059, , ,E,12116,8, ,127,772,383,1, ,10,64,32,UPA,7073,10,107,370,370,519,519, ,2, ,CASCADE,JCT U-5217(25TH ST N),JCT U-5217(25TH ST N),3.155,1.665,{20F075F4-C36E-4EAA-8E2D-EC33CE6AA249},,,,
86,2024,L-7-2802,A,0.327,C003470,A,C003470A,000+0.819,001+0.146,0.819,1.146,088465G, , ,E,818,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE, , ,0,0,{4C144903-344C-4F0B-8A68-5762D539E209},,,,
87,2024,L-32-4327,A,0.197,C006568,A,C006568A,000+0.983,001+0.180,0.983,1.18,32-3A-131, , ,E,541,9, ,12,226,39,17, ,22,418,72,UMA_UC,8221,10,100,23,23,25,25, ,2, ,MISSOULA, , ,8.955,1.493,{BE8F2E56-6017-4929-AD78-7446AC757F24},,,,
88,2024,L-1-801,A,11.613,C001354,A,C001354A,000+0.000,011+0.613,0,11.613,812451W, , ,A,62,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0, ,2, ,BEAVERHEAD,JCT STATE MAINTD COUNTY ROUTE 001,ENT L-1-801A/,0,0,{E3A190A0-5202-46D0-9662-4CFCFA368855},,,,
89,2024,U-1022,A,0.216,C001022,A,C001022A,003+0.170,003+0.387,3.17,3.387,56-4A-226, , ,A,2759,53, ,126,352,105,19, ,46,128,38,UMA_UC,8017,10,100,155,155,215,215, ,4, ,YELLOWSTONE,JCT N-115(1ST AVE N),BEGIN 4 LANES/JCT N-115(1ST AVE N),16.287,1.303,{FFC74217-0D89-49C9-A69E-C0D226DCB1A6},,,,
90,2024,S-435,A,6.092,C000435,A,C000435A,003+0.684,009+0.781,3.679,9.771,25-3-010, , ,E,141,1, ,0,7,3,7, ,0,50,21,RMA_RMC_345,5273,20,245,1,1,1,1, ,2, ,LEWIS AND CLARK, , ,0,2.941,{28DEB0AA-494B-4C15-B35B-01770E12CD3F},,,,
91,2024,U-6701,A,0.415,C006701,A,C006701A,000+0.000,000+0.415,0,0.415,15-7B-038, , ,E,9695,30, ,27,87,29,3, ,3,9,3,UMA_UC,8088,10,107,35,35,45,45, ,2, ,FLATHEAD,JCT N-5,ENT U-6701A/,0.56,0.373,{1DCFF433-0324-4F6C-B49B-8CA2B139274D},,,,
92,2024,N-37,A,1.362,C000037,A,C000037A,066+0.214,067+0.584,66.118,67.479,38-1-002, , ,A,2276,30, ,20,668,644,13, ,9,293,283,RPA_45,3063,32,139,351,351,515,515, ,2, ,POWDER RIVER,JCT S-484,JCT S-484,2.899,28.019,{D576DA37-78A1-4A88-AA0A-9D2C990EBB3C},,,,
93,2024,X-01309,A,0.17,C001309,A,C001309A,000+0.000,000+0.170,0,0.17,01-8-008, , ,A,2206,1, ,0,4,2,0, ,0,2,1,UMA_UC,5466,13,120,4,4,4,4, ,2, ,BEAVERHEAD,JCT X-01280 (WESTSIDE FRONTAGE RD),ENT X-01309A/,11.111,0,{E666B66C-1F85-4D60-9738-CF3BC03FF32B},,,,
94,2024,S-346,A,1.992,C000346,A,C000346A,000+1.019,002+0.941,1.019,3.011,16-1-028, , ,E,1320,25, ,0,20,9,19, ,0,15,7,RMA_RMC_12,5205,10,108,5,5,7,7, ,2, ,GALLATIN, , ,1.637,8.505,{F5E3429D-4035-4316-8B25-47E887280B9F},,,,
95,2024,U-1011,A,0.148,C001011,A,C001011A,002+0.704,002+0.852,2.704,2.852,56-4A-036, , ,A,7396,24, ,40,363,179,3, ,5,49,24,UMA_UC,8136,35,114,138,138,204,204, ,4, ,YELLOWSTONE,JCT ZOO DR (N-133/X-56200),BEGIN 4 LANES/JCT ZOO DR (N-133/X-56200),6.291,2.883,{F7ED2AC0-C41A-4BF3-8B25-91BC38D5F510},,,,
96,2024,N-29,A,0.077,C000029,A,C000029A,086+0.326,086+0.403,85.886,85.963,47-1C-013, , ,E,23163,16, ,54,407,119,1, ,2,18,5,UPA,7036,10,95,178,178,247,247, ,4, ,SILVER BOW,JCT I-15 ON RAMP HARRISON AVE INTERCHANGE,JCT I-15 ON RAMP HARRISON AVE INTERCHANGE,1.911,0.531,{6890B58B-E8CE-40EC-83E6-E122E2127296},,,,
97,2024,S-486,A,2.517,C000486,A,C000486A,020+0.119,022+0.638,20.155,22.672,15-2-001, , ,A,475,12, ,0,18,1,25, ,0,38,2,REC_MA,5313,35,152,5,5,7,7, ,2, ,FLATHEAD, , ,1.064,0,{B0C87833-866A-495F-B331-A512AC10843C},,,,
98,2024,S-225,A,0.002,C000225,A,C000225A,045+0.085,045+0.087,45.158,45.16,08-1-006, , ,E,27,0, ,1,14,13,0, ,37,519,481,RMA_RMC_345,5039,10,244,5,5,9,9, ,2, ,LIBERTY, , ,9.091,45.455,{083C8C08-B9A5-46DE-84AD-F4F20BEECD9A},,,,
99,2024,N-37,A,1.022,C000037,A,C000037A,017+0.355,018+0.376,17.383,18.405,02-5-002, , ,A,3015,91, ,37,904,744,30, ,12,300,247,RPA_45,3060,20,94,425,425,618,618, ,3, ,BIG HORN, ,BEGIN 3 LANES,6.075,27.57,{4EF289B6-71CE-4373-8105-A55EE368D3DF},,,,
100,2024,S-417,A,6.558,C000417,A,C000417A,003+0.804,010+0.362,3.801,10.359,51-3-009, , ,E,57,4, ,1,13,6,70, ,18,228,105,RMA_RMC_345,5253,10,160,4,4,6,6, ,2, ,TOOLE, , ,27.273,9.091,{71C470BF-8C52-4877-A5EB-19C475A89EBB},,,,
101,2024,L-25-2465,A,0.4,C004452,A,C004452A,000+0.000,000+0.400,0,0.4,25-7C-101, , ,E,4194,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,LEWIS AND CLARK,JCT N-128(MONTANA AVE),ENT L-25-2465A/,0,0,{6404E8AF-D830-4C10-A55D-26846409B107},,,,
102,2024,L-7-3010,A,0.266,C003789,A,C003789A,000+0.000,000+0.266,0,0.266,07-2A-208, , ,E,638,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE,JCT ALLEY,ENT L-7-3010A/,0,0,{06E02EAE-9569-4E6A-B79A-35E820B1E8F2},,,,
103,2024,N-10,A,0.076,C000010,A,C000010A,000+0.608,000+0.684,0.608,0.684,07-2A-023, , ,E,6357,15, ,13,136,25,2, ,2,21,4,UPA,7024,10,107,57,57,78,78,Yes,2, ,CASCADE,JCT U-5236(2ND AVE S),JCT U-5236(2ND AVE S),0.81,0.486,{DA64B445-95E5-4904-9410-7FDE86516374},,,,
104,2024,L-7-2744,A,0.327,C002241,A,C002241A,000+0.000,000+0.327,0,0.327,07-3-012, , ,E,314,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE,JCT FRONT ST N,ENT L-7-2744A/,0,0,{867F2A7F-456E-4BB7-8061-0E205581CA94},,,,
105,2024,U-1006,A,0.367,C001006,A,C001006A,004+0.338,004+0.705,4.338,4.705,56-4A-077, , ,E,13494,30, ,15,33,3,2, ,1,2,0,UPA,7056,10,109,24,24,25,25, ,4, ,YELLOWSTONE,JCT U-1015(5TH ST W),JCT U-1015(5TH ST W),0.518,0,{9E405717-8862-4EA9-84E6-C3E12EA6F119},,,,
106,2024,N-1,A,0.343,C000001,A,C000001A,644+0.621,644+0.964,642.921,643.264,43-5-024, , ,E,2656,26, ,1,361,291,10, ,0,136,110,RPA_45,3022,10,100,170,170,237,237, ,2, ,ROOSEVELT,JCT N-22,JCT N-22,1.739,8.261,{EFDD63C2-806F-414A-B3CD-CC6E5989FF18},,,,
107,2024,N-104,A,0.264,C005211,A,C005211A,000+0.509,000+0.773,0.509,0.773,07-2A-106, , ,A,6477,0, ,61,427,144,0, ,9,66,22,UPA,7098,10,101,163,163,226,226, ,4, ,CASCADE,JCT N-101/U-5204(SMELTER AVE),JCT N-101/U-5204(SMELTER AVE),0,0,{00EE93B7-869D-477B-9B5A-5262F5D36579},,,,
108,2024,P-78,A,0.668,C000078,A,C000078A,000+0.000,000+0.668,0,0.668,05-3-015, , ,A,2820,9, ,7,39,15,3, ,2,14,5,RMA_RMC_345,4090,10,112,13,13,17,17, ,2, ,CARBON,JCT US 212,ENT P-78A/,5.495,5.495,{90D6DC5C-F449-455A-9D59-2DA9A4DB1CCF},,,,
109,2024,L-49-563,A,0.28,C000563,A,C000563A,000+0.092,000+0.373,0.092,0.373,34-2-008, , ,A,248,2, ,0,23,2,8, ,0,93,8,RMA_RMC_12,5451,10,150,6,6,9,9, ,2, ,SWEET GRASS, ,ENT L-49-563A,0,9.091,{C10BFE89-AC7F-4F4A-ADCF-474BDD382FBC},,,,
110,2024,S-236,A,13.278,C000236,A,C000236A,033+0.552,047+0.896,33.581,46.858,14-1-001, , ,A,56,0, ,0,7,2,0, ,0,125,36,RMA_RMC_345,5062,10,162,1,1,1,1, ,2, ,FERGUS, , ,8.333,0,{BA3683F6-A02A-4002-A098-9A3C456A5EEE},,,,
111,2024,S-463,A,0.089,C000463,A,C000463A,000+0.800,000+0.889,0.8,0.889,02-7-011, , ,A,1413,3, ,2,21,16,2, ,1,15,11,RMA_RMC_345,5293,10,105,10,10,15,15, ,2, ,BIG HORN,JCT S-451,JCT S-451,2.273,2.273,{1DFB6DFD-F057-4269-8C35-EAFAF2B06F3A},,,,
112,2024,L-19-388,A,0.433,C005292,A,C005292A,000+0.029,000+0.462,0.029,0.462,19-2-020, , ,E,62,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,GOLDEN VALLEY, ,BEGIN 2 LANES,0,0,{E2603AB7-CB0A-4433-9626-5664993AC665},,,,
113,2024,L-15-6472,A,0.138,C005098,A,C005098A,000+0.409,000+0.547,0.409,0.547,15-7C-078, , ,E,1087,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,FLATHEAD, , ,0,0,{E1D92F8F-2000-4D12-B7CF-84A4811830B5},,,,
114,2024,L-7-2519,A,0.694,C003500,A,C003500A,000+0.000,000+0.694,0,0.694,07-2A-187, , ,E,5033,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,CASCADE, ,ENT L-7-2519A,0,0,{20CDF7BD-11A4-4397-8F18-E323E86AADF6},,,,
115,2024,N-111,A,0.309,C001010,A,C001010A,002+0.568,002+0.878,2.568,2.878,56-4A-049, , ,E,47672,55, ,46,177,37,1, ,1,4,1,UPA,7058,11,96,95,95,122,122, ,6, ,YELLOWSTONE,JCT U-1009 (KING AVE W),JCT U-1009 (KING AVE W),1.771,0.671,{4477C3B7-6F7A-468F-82EC-05C1769D42BD},,,,
116,2024,N-205,A,0.122,C000205,A,C000205A,020+0.311,020+0.433,20.23,20.352,16-3-016, , ,E,7755,41, ,22,246,80,5, ,3,32,10,UPA,5010,10,108,104,104,146,146, ,2, ,GALLATIN,JCT U-607(DAVIS ST),JCT U-607(DAVIS ST),3.112,0.283,{A1FA3416-C94F-4B5F-B4EB-C294C0942F1E},,,,
117,2024,L-53-1404,A,0.403,C003225,A,C003225A,000+0.000,000+0.403,0,0.403,53-4-028, , ,E,189,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,VALLEY,JCT 7TH AVE S,ENT L-53-1404A/,0,0,{1A1EF623-F8F7-4510-9BDA-030BB1152A8F},,,,
118,2024,S-297,A,1.228,C000297,A,C000297A,036+0.204,037+0.423,36.479,37.707,54-1-007, , ,A,121,2, ,1,9,4,17, ,8,74,33,RMA_RMC_345,5148,10,188,3,3,5,5, ,2, ,WHEATLAND, , ,8.696,4.348,{435A22EB-E2C8-4439-B3D5-9D0AC17A52B7},,,,
119,2024,N-24,A,6.774,C000024,A,C000024A,044+0.558,051+0.330,45.308,52.083,39-2-001, , ,A,3022,33, ,17,234,176,11, ,6,77,58,RPA_1,3055,10,116,103,103,151,151, ,2, ,POWELL, , ,3.754,8.191,{54D17C38-DCDC-4E79-A31E-74FC697287C0},,,,
120,2024,L-32-895,A,0.24,C006535,A,C006535A,001+0.314,001+0.554,1.314,1.554,32-3A-311, , ,E,264,3, ,18,197,8,11, ,68,746,30,UMA_UC,8220,10,143,19,19,21,21, ,2, ,MISSOULA, , ,16.73,0.76,{2DDB8912-3C7C-4F53-95C3-424292443D05},,,,
121,2024,L-53-1469,A,0.452,C006756,A,C006756A,000+0.000,000+0.452,0,0.452,53-2-014, , ,E,59,1, ,0,2,1,17, ,0,34,17,UMA_UC,9158,10,186,1,1,1,1, ,2, ,VALLEY,JCT PORCUPINE ST,ENT L-53-1469A/,0,0,{6D85972E-54A1-4948-866B-30A59C4F28CF},,,,
122,2024,S-292,A,2.2,C000292,A,C000292A,007+0.098,009+0.303,7.092,9.292,15-4A-047, , ,A,2222,20, ,8,53,16,9, ,4,24,7,RMA_RMC_12,5143,23,108,14,14,18,18, ,2, ,FLATHEAD, , ,4.624,1.156,{55D4B5DC-FF9A-44ED-9FA4-303D8570790F},,,,
123,2024,P-17,A,0.359,C000017,A,C000017A,011+1.076,012+0.065,11.746,12.105,53-8-007, , ,A,506,2, ,1,15,8,4, ,2,30,16,RMA_RMC_345,4024,10,134,5,5,7,7, ,2, ,VALLEY, , ,2.5,5,{46F550E4-847D-4968-A092-45259FBD7FE3},,,,
124,2024,P-14,A,1.842,C000014,A,C000014A,000+0.557,002+0.398,0.557,2.4,04-1-003, , ,E,2293,16, ,1,119,70,7, ,0,52,31,RMA_RMC_12,4016,10,105,37,37,51,51, ,2, ,BROADWATER, , ,3.883,5.825,{CDC4C4F7-C3B2-4F29-B166-CEF3799E5816},,,,
125,2024,N-63,A,2.037,C000063,A,C000063A,033+0.446,035+0.472,33.039,35.076,14-8-002, , ,E,2157,22, ,2,572,499,10, ,1,265,231,RPA_45,3096,15,111,253,253,372,372, ,2, ,JUDITH BASIN, , ,4.091,23.182,{ED3E2CE4-DB83-47A6-95A9-0013504B9507},,,,
126,2024,S-449,A,6.011,C000449,A,C000449A,010+0.588,016+0.599,10.578,16.59,21-2-007, , ,E,37,4, ,0,4,2,108, ,0,108,54,RMA_RMC_345,5284,10,165,1,1,2,2, ,2, ,HILL, , ,0,0,{AAC6A26E-8C4D-42E4-B0A7-B4D577D51AAD},,,,
127,2024,U-5809,A,0.369,C005809,A,C005809A,001+0.304,001+0.673,1.304,1.673,25-7C-054, , ,E,16859,31, ,8,182,62,2, ,0,11,4,UMA_UC,7082,10,111,43,43,51,51, ,4, ,LEWIS AND CLARK,JCT U-5802(CUSTER AVE),JCT U-5802(CUSTER AVE),0.357,0.458,{AEE5C486-4423-44E0-B2F9-05BFAD24065A},,,,
128,2024,L-32-4580,A,0.498,C006377,A,C006377A,000+0.000,000+0.498,0,0.498,32-3A-282, , ,E,135,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,MISSOULA,JCT SCHILLING ST,ENT L-32-4580A/,0,0,{A71B0A6C-9E72-4A61-8D11-5E891FA7049D},,,,
129,2024,L-7-548,A,1.059,C005220,A,C005220A,001+0.243,002+0.301,1.243,2.301,07-2A-128, , ,E,2565,5, ,0,44,12,2, ,0,17,5,UMA_UC,8060,10,117,8,8,9,9, ,2, ,CASCADE, ,ENT L-7-548A,3.125,1.042,{99E5C4C2-410A-48F9-A77A-1CB5064D1A16},,,,
130,2024,N-60,A,0.598,C000060,A,C000060A,074+0.033,074+0.632,74.353,74.951,W-127,Yes, ,E,3110,30, ,3,698,571,10, ,1,224,184,RPA_3,3075,10,126,261,261,386,386, ,3, ,CASCADE, ,BEGIN 3 LANES,5.464,5.464,{BEED892E-3AFC-4F42-A246-F1999C877DD2},,,,
131,2024,S-252,A,4.144,C000252,A,C000252A,011+0.585,015+0.738,11.573,15.717,28-3-002, , ,A,77,0, ,0,33,14,0, ,0,429,182,RMA_RMC_345,5091,10,176,8,8,11,11, ,2, ,MCCONE, , ,13.043,0,{F29B4364-C853-4029-8A77-7898745B5EBC},,,,
132,2024,U-5205,A,0.685,C005205,A,C005205A,000+0.558,001+0.240,0.558,1.243,07-2A-232, , ,E,5264,0, ,8,213,61,0, ,2,40,12,UMA_UC,8046,10,105,64,64,89,89, ,2, ,CASCADE,JCT U-5207(LOWER RIVER DR),JCT U-5207(LOWER RIVER DR),0,0,{FE892B1D-FF60-4674-81E9-30F4B7927AD9},,,,
133,2024,N-8,A,0.263,C000008,A,C000008A,044+0.632,044+0.895,44.577,44.841,25-7C-017, , ,E,12512,89, ,23,202,58,7, ,2,16,5,UPA,7121,10,109,87,87,121,121,Yes,2, ,LEWIS AND CLARK, , ,2.023,0.389,{2B1F164D-204E-4A41-8C13-E9CFF9F99B17},,,,
134,2024,S-399,A,0.057,C000399,A,C000399A,000+0.000,000+0.057,0,0.057,22-3-020, , ,E,300,2, ,0,5,3,7, ,0,17,10,RMA_RMC_12,5240,10,140,1,1,2,2, ,2, ,JEFFERSON,JCT MONTANA 55,ENT S-399A/,0,0,{652A84ED-28F0-4E34-9C9A-CCFD16BC2137},,,,
135,2024,L-32-2271,A,5.169,C006211,A,C006211A,000+0.342,005+0.512,0.342,5.512,32-3A-137, , ,E,1974,28, ,32,824,655,14, ,16,417,332,UMA_UC,9162,10,106,357,357,517,517, ,2, ,MISSOULA, , ,0,0,{B8D641DB-F85A-47F1-AAD8-9D51330E2D77},,,,
136,2024,S-203,A,4.211,C000203,A,C000203A,001+0.249,005+0.634,1.259,5.47,41-1-005, , ,A,6000,34, ,46,109,47,6, ,8,18,8,RMA_RMC_12,5396,15,106,49,49,64,64, ,2, ,RAVALLI, , ,0.64,0.64,{6A5163C8-A204-496A-84E0-49C4400736BF},,,,
137,2024,N-101,A,0.216,C005203,A,C005203A,002+0.210,002+0.427,2.208,2.424,07-2A-048, , ,E,21387,0, ,110,858,336,0, ,5,40,16,UPA,7096,10,99,340,340,478,478, ,4, ,CASCADE, , ,0,0,{104FFB3D-62F2-41BC-9BD3-D783E9589491},,,,
138,2024,L-46-1189,A,0.303,C006900,A,C006900A,000+0.000,000+0.303,0,0.303,46-1-020, , ,E,1021,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,SHERIDAN,JCT MONROE ST,ENT L-46-1189A/,0,0,{8B78BFC6-EE59-4D27-A820-AF95AD7A41B8},,,,
139,2024,L-47-1041,A,0.356,C002161,A,C002161A,000+0.000,000+0.356,0,0.356,47-1C-064, , ,E,1596,3, ,1,19,3,2, ,1,12,2,UMA_UC,9237,10,137,7,7,9,9, ,2, ,SILVER BOW,JCT U-1816 (ELIZABETH WARREN AVE),ENT L-47-1041A/,11.667,5,{F79E0E99-D382-492B-A7ED-723A3CD2FDA7},,,,
140,2024,P-45,A,11.185,C000045,A,C000045A,031+0.316,042+0.521,31.268,42.453,54-2-006, , ,A,666,15, ,0,103,76,23, ,0,155,114,RMA_RMC_345,4068,10,112,38,38,59,59, ,2, ,WHEATLAND, , ,1.379,4.828,{D57D0C1F-CD42-41DD-A1D5-25729EC44EEC},,,,
141,2024,L-44-447,A,1.199,C000447,A,C000447A,051+0.291,052+0.491,51.02,52.219,44-8-017, , ,A,1137,1, ,0,28,14,1, ,0,25,12,RMA_RMC_345,5281,10,152,13,13,19,19, ,2, ,ROSEBUD, , ,0,0,{C02A3EFE-9BD6-478D-AC00-89C536C5A32F},,,,
142,2024,I-15,A,5.888,C000015,A,C000015A,194+0.022,199+0.908,193.612,199.501,25-7B-087, , ,E,12937,31, ,45,1583,1128,2, ,3,122,87,UI,1011,12,97,720,720,1091,1091, ,2, ,LEWIS AND CLARK, ,BEGIN 2 LANES,2.527,6.498,{406EAD34-0534-4123-9985-DB758B797622},,,,
143,2024,U-1820,A,0.605,C001820,A,C001820A,000+0.847,001+0.451,0.847,1.451,47-1C-069, , ,A,2391,11, ,5,84,25,5, ,2,35,10,UMA_UC,9017,25,120,31,31,49,49, ,2, ,SILVER BOW,JCT ROWE RD/HOLMES AVE,JCT ROWE RD/HOLMES AVE,0,0.306,{E8C39C84-47B5-424B-AC97-76D1E13CF737},,,,
144,2024,S-484,A,9.456,C000484,A,C000484A,003+0.465,012+0.930,3.517,12.972,38-1-005, , ,A,78,0, ,0,6,1,0, ,0,77,13,RMA_RMC_345,5310,10,197,0,0,0,0, ,2, ,POWDER RIVER, , ,7.692,0,{9F988440-19AC-47BC-A2F0-1E95FD13459F},,,,
145,2024,L-56-2392,A,0.61,C001286,A,C001286A,000+0.000,000+0.610,0,0.61,56-4A-084, , ,E,2894,13, ,17,188,16,4, ,6,65,6,UMA_UC,8195,10,119,19,19,21,21, ,2, ,YELLOWSTONE,JCT U-1017 (DIVISION ST),ENT L-56-2392A/,9.145,0.295,{370EAE0F-67E3-4A1C-8932-420AD7B164C5},,,,
146,2024,S-214,A,6.005,C000214,A,C000214A,015+0.493,021+0.499,15.493,21.498,51-1-003, , ,E,46,0, ,0,17,12,0, ,0,370,261,RMA_RMC_345,5021,10,189,7,7,11,11, ,2, ,GLACIER, , ,0,12.5,{7887BBBE-5FB9-46C5-988D-61BF82F29B62},,,,
147,2024,N-14,A,4.257,C000014,A,C000014A,116+0.178,120+0.439,116.016,120.272,54-2-005, , ,E,1846,24, ,10,390,328,13, ,5,211,178,RPA_45,3044,10,104,174,174,254,254, ,2, ,WHEATLAND,JCT S-297,JCT S-297,5.876,15.141,{858D47CD-5E62-4F3A-A04B-EB73BDB938AB},,,,
148,2024,I-94,A,10.46,C000094,A,C000094A,148+0.540,159+0.252,148.338,158.799,09-2-002, , ,E,4441,75, ,54,1147,993,17, ,12,258,224,RURAL OUTER INTERSTATE,1046,15,89,621,621,934,934, ,2, ,CUSTER,"JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148","JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148",8.832,21.937,{92572458-DC5B-485D-9B06-9AF15513D4FB},,,,
149,2024,N-57,A,0.866,C000057,A,C000057A,061+0.444,062+0.313,61.169,62.035,14-6-002, , ,E,3452,57, ,29,587,479,17, ,8,170,139,RPA_45,3068,10,103,279,279,415,415, ,3, ,JUDITH BASIN, ,BEGIN 3 LANES,6.597,14.583,{3316F03B-5BD5-491D-B2B7-687A7A228C6A},,,,
150,2024,L-1-7347,A,0.12,C002769,A,C002769A,000+0.000,000+0.120,0,0.12,01-4A-013, , ,E,4489,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,BEAVERHEAD,JCT P-89 (HELENA ST),ENT L-1-7347A/,0,0,{72B8D9FB-DF4F-45C1-8F4A-EFCA8B5A4B26},,,,
151,2024,S-344,A,8.652,C000344,A,C000344A,024+0.972,033+0.636,24.964,33.616,43-2-003, , ,A,200,2, ,0,14,13,10, ,0,70,65,RMA_RMC_345,5212,10,183,7,7,10,10, ,2, ,ROOSEVELT, , ,9.785,32.795,{1329DA80-BA52-482F-985B-B7E51077E954},,,,
152,2024,L-16-4498,A,0.504,C001747,A,C001747A,000+0.000,000+0.504,0,0.504,16-3A-048, , ,E,5651,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,GALLATIN,JCT N-50 (HUFFINE LN),ENT L-16-4498A/,0,0,{0BB9190C-21D8-42A6-B527-FF8CFD4E4904},,,,
153,2024,S-438,A,10.439,C000438,A,C000438A,020+0.937,031+0.330,20.9,31.339,53-5-002, , ,A,112,0, ,0,29,26,0, ,0,259,232,RMA_RMC_345,5276,18,201,11,11,17,17, ,2, ,VALLEY, , ,0,23.077,{F80C292C-E435-4F14-95BB-A74CF12DF5E0},,,,
154,2024,L-32-829,A,1.315,C006222,A,C006222A,000+0.000,001+0.315,0,1.315,32-3A-314, , ,E,7875,19, ,140,647,115,2, ,18,82,15,UMA_UC,8179,13,109,142,142,184,184, ,2, ,MISSOULA,JCT N-92 (RESERVE DR),ENT L-32-829A/,12.117,3.374,{88F9B0EB-2FD6-413B-9D71-94FA898644B0},,,,
